Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2017/02/13;11:14:47;1486984487;13.0;53;19;13.0;0;0;23.3;74.0;78;901;-1
2017/02/13;11:14:57;1486984497;11.0;46;16;11.0;0;0;23.3;74.0;78;962;-1
2017/02/25;17:04:28;1488042268;104.3;176;137;20253327.0;0;0;30.0;86.0;57;0;-1
2017/02/25;17:04:38;1488042278;8.0;33;11;8.0;0;0;30.0;86.0;57;527;-1
2017/02/25;17:04:48;1488042288;7.0;29;10;7.0;0;0;30.0;86.0;57;605;-1
2017/02/25;17:04:58;1488042298;6.0;25;9;6.0;0;0;30.0;86.0;57;629;-1
2017/02/25;17:05:08;1488042308;6.0;25;9;6.0;0;0;30.0;86.0;57;595;-1
2017/02/25;17:05:18;1488042318;6.0;25;9;6.0;0;0;30.0;86.0;57;569;-1
2017/02/25;17:05:28;1488042328;7.0;29;10;7.0;0;0;30.0;86.0;57;563;-1
2017/02/25;17:05:38;1488042338;7.0;29;10;8.0;0;0;30.0;86.0;57;540;-1
2017/02/25;17:05:48;1488042348;6.0;25;9;7.0;0;0;30.0;86.0;57;525;-1
2017/02/25;17:05:58;1488042358;6.0;25;9;7.0;0;0;30.0;86.0;57;516;-1
2017/02/25;17:06:08;1488042368;7.0;29;10;7.0;0;0;30.0;86.0;57;515;-1
2017/02/25;17:06:18;1488042378;7.0;29;10;7.0;0;0;30.0;86.0;57;512;-1
2017/02/25;17:06:28;1488042388;7.0;29;10;7.0;0;0;30.0;86.0;57;517;-1
2017/02/25;17:06:38;1488042398;7.0;29;10;7.0;0;0;30.0;86.0;57;524;-1
2017/02/25;17:06:48;1488042408;6.0;25;9;6.0;0;0;30.0;86.0;57;531;-1
2017/02/25;17:06:58;1488042418;6.0;25;9;6.0;0;0;30.0;86.0;57;543;-1
2017/02/25;17:07:08;1488042428;7.0;29;10;7.0;0;0;30.0;86.0;57;567;-1
2017/02/25;16:07:07;1488038827;6.0;25;9;6.0;0;0;30.0;86.0;57;601;-1
2017/02/25;16:07:17;1488038837;7.0;29;10;7.0;0;0;29.0;84.2;40;601;-1
2017/02/25;16:07:27;1488038847;7.0;29;10;7.0;0;0;29.0;84.2;40;537;-1
2017/02/25;16:07:37;1488038857;7.0;29;10;7.0;0;0;29.0;84.2;40;559;-1
2017/02/25;16:07:47;1488038867;6.0;25;9;6.0;0;0;29.0;84.2;40;543;-1
2017/02/25;16:07:57;1488038877;5.0;21;7;5.0;0;0;29.0;84.2;40;533;-1
2017/02/25;16:08:07;1488038887;6.0;25;9;6.0;0;0;29.0;84.2;40;610;-1
2017/02/25;16:08:17;1488038897;8.0;33;11;8.0;0;0;29.0;84.2;40;697;-1
2017/02/25;16:08:27;1488038907;9.0;38;13;9.0;0;0;29.0;84.2;40;795;-1
2017/02/25;16:08:37;1488038917;8.0;33;11;8.0;0;0;29.0;84.2;40;828;-1
2017/02/25;16:08:47;1488038927;8.0;33;11;9.0;0;0;29.0;84.2;40;819;-1
2017/02/25;16:08:57;1488038937;7.0;29;10;8.0;0;0;29.0;84.2;40;797;-1
2017/02/25;16:09:07;1488038947;8.0;33;11;8.0;0;0;29.0;84.2;40;739;-1
