Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2017/01/16;13:35:22;1484573722;78.3;163;105;89.0;0;0;13.8;56.8;56;1211;-1
2017/01/16;13:35:32;1484573732;80.1;164;107;89.0;0;0;13.8;56.8;56;1342;-1
2017/01/16;14:34:50;1484577290;104.3;176;137;20253327.0;0;0;14.8;58.6;57;0;-1
2017/01/16;14:35:00;1484577300;47.0;129;66;47.0;0;0;14.8;58.6;57;993;-1
2017/01/16;14:35:10;1484577310;44.0;122;62;48.0;0;0;14.7;58.5;55;976;-1
2017/01/16;14:35:20;1484577320;45.0;124;63;47.0;0;0;14.7;58.5;55;968;-1
2017/01/16;14:35:30;1484577330;48.0;132;67;51.0;0;0;14.7;58.5;55;974;-1
2017/01/16;14:35:40;1484577340;51.0;139;71;53.0;0;0;14.7;58.4;54;975;-1
2017/01/16;14:35:50;1484577350;52.0;142;72;55.0;0;0;14.7;58.4;54;974;-1
2017/01/16;14:36:00;1484577360;49.0;134;68;51.0;0;0;14.7;58.4;54;972;-1
2017/01/16;14:36:10;1484577370;49.0;134;68;52.0;0;0;14.7;58.4;53;971;-1
2017/01/16;14:36:20;1484577380;49.0;134;68;50.0;0;0;14.7;58.4;53;970;-1
2017/01/16;14:36:30;1484577390;50.0;137;69;51.0;0;0;14.7;58.4;53;969;-1
2017/01/16;14:36:40;1484577400;50.0;137;69;50.0;0;0;14.6;58.3;53;966;-1
2017/01/16;14:36:50;1484577410;52.0;142;72;54.0;0;0;14.6;58.3;53;963;-1
2017/01/16;14:37:00;1484577420;53.0;144;73;53.0;0;0;14.6;58.3;53;962;-1
2017/01/16;14:37:10;1484577430;53.0;144;73;53.0;0;0;14.6;58.2;53;961;-1
2017/01/16;14:37:20;1484577440;51.0;139;71;51.0;0;0;14.6;58.2;53;960;-1
2017/01/16;14:37:30;1484577450;50.0;137;69;51.0;0;0;14.6;58.2;53;960;-1
2017/01/16;14:37:40;1484577460;51.0;139;71;52.0;0;0;14.6;58.2;53;961;-1
2017/01/16;14:37:50;1484577470;51.0;139;71;53.0;0;0;14.6;58.2;53;960;-1
2017/01/16;14:38:00;1484577480;53.0;144;73;54.0;0;0;14.6;58.2;53;960;-1
2017/01/16;14:38:10;1484577490;52.0;142;72;53.0;0;0;14.5;58.2;53;960;-1
2017/01/16;14:38:20;1484577500;52.0;142;72;52.0;0;0;14.5;58.2;53;960;-1
2017/01/16;14:38:30;1484577510;52.0;142;72;52.0;0;0;14.5;58.2;53;960;-1
2017/01/16;14:38:40;1484577520;51.0;139;71;52.0;0;0;14.5;58.1;53;960;-1
2017/01/16;14:38:50;1484577530;53.0;144;73;54.0;0;0;14.5;58.1;53;961;-1
2017/01/16;14:39:00;1484577540;53.0;144;73;54.0;0;0;14.5;58.1;53;963;-1
2017/01/16;14:39:10;1484577550;55.0;149;76;57.0;0;0;14.5;58.1;53;965;-1
2017/01/16;14:39:20;1484577560;54.0;147;74;55.0;0;0;14.5;58.1;53;965;-1
2017/01/16;15:24:19;1484580259;68.4;158;92;76.0;0;0;14.6;58.2;58;1066;-1
2017/01/16;15:24:29;1484580269;64.0;155;87;68.0;0;0;14.6;58.2;58;1088;-1
2017/01/16;15:24:39;1484580279;62.2;154;84;66.0;0;0;14.6;58.2;56;1071;-1
2017/01/16;15:24:49;1484580289;61.3;154;83;64.0;0;0;14.6;58.2;56;1061;-1
2017/01/16;15:24:59;1484580299;63.1;155;85;67.0;0;0;14.6;58.2;56;1064;-1
2017/01/16;15:25:09;1484580309;63.1;155;85;66.0;0;0;14.5;58.1;56;1063;-1
2017/01/16;15:25:19;1484580319;61.3;154;83;64.0;0;0;14.5;58.1;56;1058;-1
2017/01/16;15:25:29;1484580329;61.3;154;83;64.0;0;0;14.5;58.1;56;1055;-1
2017/01/16;15:25:39;1484580339;66.7;157;90;72.0;0;0;14.5;58.1;56;1051;-1
2017/01/16;15:25:49;1484580349;67.6;157;91;73.0;0;0;14.5;58.1;56;1049;-1
2017/01/16;15:25:59;1484580359;73.8;160;99;80.0;0;0;14.5;58.1;56;1047;-1
2017/01/16;15:26:09;1484580369;76.5;162;103;82.0;0;0;14.4;58.0;56;1048;-1
2017/01/16;15:26:19;1484580379;83.7;166;112;90.0;0;0;14.4;58.0;56;1047;-1
2017/01/16;15:26:29;1484580389;81.9;165;109;90.0;0;0;14.4;58.0;56;1047;-1
2017/01/16;15:26:39;1484580399;82.8;165;111;90.0;0;0;14.5;58.0;56;1044;-1
